timestamp, count, name, pci.bus_id, memory.total [MiB], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2018/11/29 12:27:24.873, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:29.875, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:34.875, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:39.877, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:44.877, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:49.878, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:54.878, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:27:59.879, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:28:04.880, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:28:09.880, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:28:14.881, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:28:19.882, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15368 MiB, 0 %, 0 %
2018/11/29 12:28:24.882, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:29.883, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:34.884, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:39.884, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:44.885, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:49.886, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:54.887, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:28:59.888, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:29:04.888, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:29:09.889, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 1 %, 0 %
2018/11/29 12:29:14.890, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 29 %, 59 %
2018/11/29 12:29:19.891, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 2 %, 0 %
2018/11/29 12:29:24.892, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 23 %, 51 %
2018/11/29 12:29:29.892, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:29:34.893, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 9 %, 3 %
2018/11/29 12:29:39.894, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 1 %, 0 %
2018/11/29 12:29:44.895, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 12 %, 3 %
2018/11/29 12:29:49.896, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 0 %, 0 %
2018/11/29 12:29:54.896, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 79 %, 100 %
2018/11/29 12:29:59.897, 4, Tesla V100-DGXS-16GB, 00000000:08:00.0, 16149 MiB, 15644 MiB, 71 %, 100 %
