17.3141,15.5827,67.4043,1018,5:45:46
116.8475,28.6512,56.5529,1038,3:18:03
116.1913,38.7070,42.4048,1058,2:28:50
117.8561,46.7586,27.1287,1078,2:03:59
117.0316,53.2886,17.9539,1098,1:49:07
17.9233,39.9335,13.0701,1118,2:25:46
112.7219,44.0564,9.8047,1138,2:12:09
17.2596,15.5336,14.8142,18,6:25:29
116.4227,28.5591,14.2726,38,3:40:52
117.1021,38.6314,13.7561,58,2:45:49
116.9029,46.6380,13.2634,78,2:18:15
117.6447,53.1896,12.7887,98,2:01:36
18.0959,40.0312,12.3380,118,2:41:47
112.1221,44.1447,11.8971,138,2:26:46
17.8272,37.1942,11.4860,158,2:54:10
116.8772,40.2797,11.0799,178,2:40:43
116.4974,43.1299,10.6867,198,2:29:57
116.1159,45.7692,10.3228,218,2:21:09
116.8084,48.2342,9.9718,238,2:13:46
110.5938,50.4388,9.6253,258,2:07:44
117.6822,52.6010,9.2876,278,2:02:18
115.2397,54.5925,8.9851,298,1:57:39
17.8939,48.3552,8.6774,318,2:12:37
117.7046,50.1018,8.3852,338,2:07:46
116.2723,51.7470,8.1077,358,2:03:30
110.1400,53.2404,7.8519,378,1:59:49
117.7353,54.7474,7.5715,398,1:56:18
117.4632,56.1826,7.3337,418,1:53:08
116.4933,57.5429,7.0883,438,1:50:15
117.1909,58.8509,6.8702,458,1:47:35
118.2658,60.1144,6.6428,478,1:45:08
17.3300,15.5970,13.6290,18,6:23:55
115.8296,28.6415,13.1475,38,3:40:14
118.1826,38.7705,12.6838,58,2:45:13
118.2372,46.8429,12.2393,78,2:17:39
116.1509,53.3380,11.8185,98,2:01:15
17.7876,39.8417,11.4066,118,2:42:33
118.1443,44.0752,11.0182,138,2:27:00
117.8790,47.8689,10.6439,158,2:15:19
116.9174,51.2709,10.2826,178,2:06:16
116.5168,54.3447,9.9394,198,1:59:01
120.2165,57.2211,9.6087,218,1:52:54
118.5698,59.8221,9.2882,238,1:47:51
118.5959,62.2120,8.9849,258,1:43:34
116.2172,64.3636,8.6844,278,1:39:57
118.8068,66.4059,8.4070,298,1:36:43
117.8156,68.2797,8.1309,318,1:33:55
116.9730,70.0039,7.8711,338,1:31:27
118.9858,71.6516,7.6190,358,1:29:11
117.7438,73.1670,7.3828,378,1:27:11
117.6911,74.5848,7.1556,398,1:25:22
118.6448,75.9339,6.9370,418,1:23:42
117.0314,77.1712,6.7176,438,1:22:12
115.5209,78.3063,6.5106,458,1:20:51
116.6278,79.3978,6.3292,478,1:19:36
118.2871,80.4600,6.1285,498,1:18:23
117.6387,81.4539,5.9461,518,1:17:17
117.0799,82.3857,5.7718,538,1:16:16
118.5464,83.2963,5.6006,558,1:15:17
116.8658,84.1325,5.4481,578,1:14:23
118.2767,84.9526,5.2890,598,1:13:31
117.3317,85.7180,5.1361,618,1:12:43
