timestamp, count, name, pci.bus_id, memory.total [MiB], memory.used [MiB], utilization.gpu [%], utilization.memory [%]
2019/01/04 20:28:30.920, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 502 MiB, 0 %, 0 %
2019/01/04 20:28:35.922, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 16127 MiB, 0 %, 0 %
2019/01/04 20:28:40.923, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 788 MiB, 0 %, 0 %
2019/01/04 20:28:45.925, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 14936 MiB, 8 %, 0 %
2019/01/04 20:28:50.926, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:28:55.927, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:00.928, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:05.929, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:10.930, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:15.931, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:20.932, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:25.933, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:30.935, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:35.936, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:40.937, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:45.938, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:50.939, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:29:55.940, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
2019/01/04 20:30:00.941, 2, Tesla V100-SXM2-16GB, 00000000:00:04.0, 16130 MiB, 15230 MiB, 0 %, 0 %
